timestamp,elapsed,raw_data
17:42:27.202,0.043,"[DEBUG][POSIX_SIM] Balance: Angle=0.04°, Output=29.91"
17:42:27.207,0.048,[DEBUG][POSIX_SIM] Sensor: Angle=0.05°
17:42:27.208,0.048,"[DEBUG][POSIX_SIM] Balance: Angle=0.05°, Output=33.38"
17:42:27.212,0.053,[DEBUG][POSIX_SIM] Sensor: Angle=0.06°
17:42:27.212,0.053,"[DEBUG][POSIX_SIM] Balance: Angle=0.06°, Output=30.88"
17:42:27.217,0.058,[DEBUG][POSIX_SIM] Sensor: Angle=0.07°
17:42:27.217,0.058,"[DEBUG][POSIX_SIM] Balance: Angle=0.07°, Output=31.16"
17:42:27.222,0.063,[DEBUG][POSIX_SIM] Sensor: Angle=0.08°
17:42:27.223,0.063,"[DEBUG][POSIX_SIM] Balance: Angle=0.08°, Output=29.99"
17:42:27.227,0.068,[DEBUG][POSIX_SIM] Sensor: Angle=0.09°
17:42:27.227,0.068,"[DEBUG][POSIX_SIM] Balance: Angle=0.09°, Output=29.42"
17:42:27.232,0.073,[DEBUG][POSIX_SIM] Sensor: Angle=0.10°
17:42:27.232,0.073,"[DEBUG][POSIX_SIM] Balance: Angle=0.10°, Output=28.48"
17:42:27.237,0.078,[DEBUG][POSIX_SIM] Sensor: Angle=0.11°
17:42:27.237,0.078,"[DEBUG][POSIX_SIM] Balance: Angle=0.11°, Output=27.64"
17:42:27.242,0.083,[DEBUG][POSIX_SIM] Sensor: Angle=0.12°
17:42:27.242,0.083,"[DEBUG][POSIX_SIM] Balance: Angle=0.12°, Output=26.68"
17:42:27.247,0.088,[DEBUG][POSIX_SIM] Sensor: Angle=0.14°
17:42:27.247,0.088,"[DEBUG][POSIX_SIM] Balance: Angle=0.14°, Output=25.72"
17:42:27.252,0.093,[DEBUG][POSIX_SIM] Sensor: Angle=0.15°
17:42:27.257,0.098,"[DEBUG][POSIX_SIM] Balance: Angle=0.15°, Output=24.72"
17:42:27.258,0.098,[DEBUG][POSIX_SIM] Sensor: Angle=0.16°
17:42:27.258,0.098,"[DEBUG][POSIX_SIM] Balance: Angle=0.16°, Output=23.69"
17:42:27.262,0.103,[DEBUG][POSIX_SIM] Sensor: Angle=0.17°
17:42:27.262,0.103,"[DEBUG][POSIX_SIM] Balance: Angle=0.17°, Output=22.64"
17:42:27.267,0.108,[DEBUG][POSIX_SIM] Sensor: Angle=0.19°
